"State","Year","Deaths","Crude_Rate","PCT_of_Total_Deaths","Multiple_Cause_of_death"
"Utah",2009,268,14.4,0.1,"Other opioids"
"Utah",2009,69,3.7,0,"Methadone"
"Utah",2009,62,3.3,0,"Other synthetic narcotics"
"Utah",2009,454,24.3,0.1,"All Opioids"
"Utah",2010,57,3,0,"Heroin"
"Utah",2010,230,12.2,0.1,"Other opioids"
"Utah",2010,65,3.4,0,"Methadone"
"Utah",2010,49,2.6,0,"Other synthetic narcotics"
"Utah",2010,401,21.2,0.1,"All Opioids"
"Utah",2011,73,3.8,0,"Heroin"
"Utah",2011,288,14.9,0.1,"Other opioids"
"Utah",2011,75,3.9,0,"Methadone"
"Utah",2011,59,3,0,"Other synthetic narcotics"
"Utah",2011,495,25.6,0.1,"All Opioids"
"Utah",2012,87,4.4,0,"Heroin"
"Utah",2012,338,17.2,0.1,"Other opioids"
"Utah",2012,53,2.7,0,"Methadone"
"Utah",2012,60,3,0,"Other synthetic narcotics"
"Utah",2012,538,27.3,0.1,"All Opioids"
"Utah",2013,124,6.2,0,"Heroin"
"Utah",2013,365,18.2,0.1,"Other opioids"
"Utah",2013,61,3,0,"Methadone"
"Utah",2013,58,2.9,0,"Other synthetic narcotics"
"Utah",2013,608,30.3,0.1,"All Opioids"
"Utah",2014,114,5.6,0,"Heroin"
"Utah",2014,378,18.5,0.1,"Other opioids"
"Utah",2014,44,2.2,0,"Methadone"
"Utah",2014,69,3.4,0,"Other synthetic narcotics"
"Utah",2014,605,29.7,0.1,"All Opioids"
"Utah",2015,130,6.2,0,"Heroin"
"Utah",2015,365,17.5,0.1,"Other opioids"
"Utah",2015,45,2.2,0,"Methadone"
"Utah",2015,68,3.3,0,"Other synthetic narcotics"
"Utah",2015,608,29.2,0.1,"All Opioids"
"Texas",2000,129,0.9,0,"Heroin"
"Texas",2000,161,1.1,0.1,"Other opioids"
"Texas",2000,60,0.4,0,"Methadone"
"Texas",2000,51,0.3,0,"Other synthetic narcotics"
"Texas",2000,401,2.7,0.1,"All Opioids"
"Texas",2001,182,1.2,0.1,"Heroin"
"Texas",2001,219,1.4,0.1,"Other opioids"
"Texas",2001,94,0.6,0,"Methadone"
"Texas",2001,81,0.5,0,"Other synthetic narcotics"
"Texas",2001,576,3.7,0.2,"All Opioids"
"Texas",2002,183,1.2,0.1,"Heroin"
"Texas",2002,315,2,0.1,"Other opioids"
"Texas",2002,137,0.9,0,"Methadone"
"Texas",2002,121,0.8,0,"Other synthetic narcotics"
"Texas",2002,756,4.9,0.2,"All Opioids"
"Texas",2003,194,1.2,0.1,"Heroin"
"Texas",2003,365,2.3,0.1,"Other opioids"
"Texas",2003,159,1,0.1,"Methadone"
"Texas",2003,79,0.5,0,"Other synthetic narcotics"
"Texas",2003,797,5,0.3,"All Opioids"
"Texas",2004,201,1.2,0.1,"Heroin"
"Texas",2004,356,2.2,0.1,"Other opioids"
"Texas",2004,161,1,0.1,"Methadone"
"Texas",2004,95,0.6,0,"Other synthetic narcotics"
"Texas",2004,813,5,0.3,"All Opioids"
"Texas",2005,205,1.2,0.1,"Heroin"
"Texas",2005,408,2.5,0.1,"Other opioids"
"Texas",2005,200,1.2,0.1,"Methadone"
"Texas",2005,91,0.6,0,"Other synthetic narcotics"
"Texas",2005,904,5.5,0.3,"All Opioids"
"Texas",2006,212,1.3,0.1,"Heroin"
"Texas",2006,577,3.4,0.2,"Other opioids"
"Texas",2006,220,1.3,0.1,"Methadone"
"Texas",2006,113,0.7,0,"Other synthetic narcotics"
"Texas",2006,1122,6.7,0.4,"All Opioids"
"Texas",2007,211,1.2,0.1,"Heroin"
"Texas",2007,529,3.1,0.2,"Other opioids"
"Texas",2007,196,1.1,0.1,"Methadone"
"Texas",2007,123,0.7,0,"Other synthetic narcotics"
"Texas",2007,1059,6.1,0.4,"All Opioids"
"Texas",2008,256,1.5,0.1,"Heroin"
"Texas",2008,457,2.6,0.1,"Other opioids"
"Texas",2008,169,1,0.1,"Methadone"
"Texas",2008,91,0.5,0,"Other synthetic narcotics"
"Texas",2008,973,5.6,0.3,"All Opioids"
"Texas",2009,301,1.7,0.1,"Heroin"
"Texas",2009,551,3.1,0.2,"Other opioids"
"Texas",2009,177,1,0.1,"Methadone"
"Texas",2009,170,0.9,0.1,"Other synthetic narcotics"
"Texas",2009,1199,6.7,0.5,"All Opioids"
"Texas",2010,260,1.4,0.1,"Heroin"
"Texas",2010,556,3,0.2,"Other opioids"
"Texas",2010,187,1,0.1,"Methadone"
"Texas",2010,162,0.9,0.1,"Other synthetic narcotics"
"Texas",2010,1165,6.3,0.5,"All Opioids"
"Texas",2011,367,2,0.1,"Heroin"
"Texas",2011,535,2.9,0.2,"Other opioids"
"Texas",2011,183,1,0.1,"Methadone"
"Texas",2011,115,0.6,0,"Other synthetic narcotics"
"Texas",2011,1200,6.5,0.4,"All Opioids"
"Texas",2012,363,1.9,0.1,"Heroin"
"Texas",2012,500,2.6,0.2,"Other opioids"
"Texas",2012,147,0.8,0,"Methadone"
"Texas",2012,130,0.7,0,"Other synthetic narcotics"
"Texas",2012,1140,6,0.3,"All Opioids"
"Texas",2013,372,1.9,0.1,"Heroin"
"Texas",2013,480,2.5,0.2,"Other opioids"
"Texas",2013,136,0.7,0,"Methadone"
"Texas",2013,125,0.6,0,"Other synthetic narcotics"
"Texas",2013,1113,5.7,0.3,"All Opioids"
"Texas",2014,437,2.2,0.1,"Heroin"
"Texas",2014,490,2.5,0.2,"Other opioids"
"Texas",2014,128,0.6,0,"Methadone"
"Texas",2014,167,0.8,0.1,"Other synthetic narcotics"
"Texas",2014,1222,6.1,0.4,"All Opioids"
"Texas",2015,530,2.6,0.2,"Heroin"
"Texas",2015,493,2.4,0.2,"Other opioids"
"Texas",2015,149,0.7,0,"Methadone"
"Texas",2015,200,1,0.1,"Other synthetic narcotics"
"Texas",2015,1372,6.7,0.5,"All Opioids"
"Tennessee",2000,NA,NA,NA,"Heroin"
"Tennessee",2000,55,1.3,0,"Other opioids"
"Tennessee",2000,15,NA,0,"Methadone"
"Tennessee",2000,17,NA,0,"Other synthetic narcotics"
"Tennessee",2000,87,1.3,0,"All Opioids"
"Tennessee",2001,NA,NA,NA,"Heroin"
"Tennessee",2001,88,2,0,"Other opioids"
"Tennessee",2001,21,0.5,0,"Methadone"
"Tennessee",2001,11,NA,0,"Other synthetic narcotics"
"Tennessee",2001,120,2.5,0,"All Opioids"
"Tennessee",2002,NA,NA,NA,"Heroin"
"Tennessee",2002,87,2,0,"Other opioids"
"Tennessee",2002,47,1.1,0,"Methadone"
"Tennessee",2002,22,0.5,0,"Other synthetic narcotics"
"Tennessee",2002,156,3.6,0,"All Opioids"
"Tennessee",2003,NA,NA,NA,"Heroin"
"Tennessee",2003,151,3.4,0,"Other opioids"
"Tennessee",2003,83,1.9,0,"Methadone"
"Tennessee",2003,63,1.4,0,"Other synthetic narcotics"
"Tennessee",2003,297,6.7,0,"All Opioids"
"Tennessee",2004,NA,NA,NA,"Heroin"
"Tennessee",2004,193,4.3,0.1,"Other opioids"
"Tennessee",2004,113,2.5,0,"Methadone"
"Tennessee",2004,77,1.7,0,"Other synthetic narcotics"
"Tennessee",2004,383,8.5,0.1,"All Opioids"
"Tennessee",2005,13,NA,0,"Heroin"
"Tennessee",2005,228,5,0.1,"Other opioids"
"Tennessee",2005,140,3.1,0,"Methadone"
"Tennessee",2005,78,1.7,0,"Other synthetic narcotics"
"Tennessee",2005,459,9.8,0.1,"All Opioids"
"Tennessee",2006,NA,NA,NA,"Heroin"
"Tennessee",2006,225,4.9,0.1,"Other opioids"
"Tennessee",2006,188,4.1,0.1,"Methadone"
"Tennessee",2006,65,1.4,0,"Other synthetic narcotics"
"Tennessee",2006,478,10.4,0.2,"All Opioids"
"Tennessee",2007,NA,NA,NA,"Heroin"
"Tennessee",2007,243,5.2,0.1,"Other opioids"
"Tennessee",2007,159,3.4,0.1,"Methadone"
"Tennessee",2007,83,1.8,0,"Other synthetic narcotics"
"Tennessee",2007,485,10.4,0.2,"All Opioids"
"Tennessee",2008,NA,NA,NA,"Heroin"
"Tennessee",2008,272,5.7,0.1,"Other opioids"
"Tennessee",2008,121,2.5,0,"Methadone"
"Tennessee",2008,98,2.1,0,"Other synthetic narcotics"
"Tennessee",2008,491,10.3,0.1,"All Opioids"
"Tennessee",2009,22,0.5,0,"Heroin"
"Tennessee",2009,350,7.3,0.1,"Other opioids"
"Tennessee",2009,106,2.2,0,"Methadone"
"Tennessee",2009,76,1.6,0,"Other synthetic narcotics"
"Tennessee",2009,554,11.6,0.1,"All Opioids"
"Tennessee",2010,17,NA,0,"Heroin"
"Tennessee",2010,425,8.8,0.1,"Other opioids"
"Tennessee",2010,134,2.8,0,"Methadone"
"Tennessee",2010,72,1.5,0,"Other synthetic narcotics"
"Tennessee",2010,648,13.1,0.1,"All Opioids"
"Tennessee",2011,19,NA,0,"Heroin"
"Tennessee",2011,470,9.6,0.2,"Other opioids"
"Tennessee",2011,89,1.8,0,"Methadone"
"Tennessee",2011,63,1.3,0,"Other synthetic narcotics"
"Tennessee",2011,641,12.7,0.2,"All Opioids"
"Tennessee",2012,50,1,0,"Heroin"
"Tennessee",2012,501,10.1,0.2,"Other opioids"
"Tennessee",2012,106,2.1,0,"Methadone"
"Tennessee",2012,79,1.6,0,"Other synthetic narcotics"
"Tennessee",2012,736,14.8,0.2,"All Opioids"
"Tennessee",2013,69,1.4,0,"Heroin"
"Tennessee",2013,537,10.7,0.2,"Other opioids"
"Tennessee",2013,87,1.7,0,"Methadone"
"Tennessee",2013,100,2,0,"Other synthetic narcotics"
"Tennessee",2013,793,15.8,0.2,"All Opioids"
"Tennessee",2014,148,2.9,0,"Heroin"
"Tennessee",2014,570,11.3,0.2,"Other opioids"
"Tennessee",2014,74,1.5,0,"Methadone"
"Tennessee",2014,133,2.6,0,"Other synthetic narcotics"
"Tennessee",2014,925,18.3,0.2,"All Opioids"
"Tennessee",2015,205,4,0.1,"Heroin"
"Tennessee",2015,664,13,0.2,"Other opioids"
"Tennessee",2015,68,1.3,0,"Methadone"
"Tennessee",2015,253,5,0.1,"Other synthetic narcotics"
"Tennessee",2015,1190,23.3,0.4,"All Opioids"
"South Dakota",2000,NA,NA,NA,"Heroin"
"South Dakota",2000,NA,NA,NA,"Other opioids"
"South Dakota",2000,NA,NA,NA,"Methadone"
"South Dakota",2000,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2000,0,0,0,"All Opioids"
"South Dakota",2001,NA,NA,NA,"Heroin"
"South Dakota",2001,NA,NA,NA,"Other opioids"
"South Dakota",2001,NA,NA,NA,"Methadone"
"South Dakota",2001,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2001,0,0,0,"All Opioids"
"South Dakota",2002,NA,NA,NA,"Heroin"
"South Dakota",2002,NA,NA,NA,"Other opioids"
"South Dakota",2002,NA,NA,NA,"Methadone"
"South Dakota",2002,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2002,0,0,0,"All Opioids"
"South Dakota",2003,NA,NA,NA,"Heroin"
"South Dakota",2003,NA,NA,NA,"Other opioids"
"South Dakota",2003,NA,NA,NA,"Methadone"
"South Dakota",2003,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2003,0,0,0,"All Opioids"
"South Dakota",2004,NA,NA,NA,"Heroin"
"South Dakota",2004,10,NA,0,"Other opioids"
"South Dakota",2004,NA,NA,NA,"Methadone"
"South Dakota",2004,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2004,10,0,0,"All Opioids"
"South Dakota",2005,NA,NA,NA,"Heroin"
"South Dakota",2005,13,NA,0,"Other opioids"
"South Dakota",2005,NA,NA,NA,"Methadone"
"South Dakota",2005,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2005,13,0,0,"All Opioids"
"South Dakota",2006,NA,NA,NA,"Heroin"
"South Dakota",2006,18,NA,0,"Other opioids"
"South Dakota",2006,NA,NA,NA,"Methadone"
"South Dakota",2006,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2006,18,0,0,"All Opioids"
"South Dakota",2007,NA,NA,NA,"Heroin"
"South Dakota",2007,10,NA,0,"Other opioids"
"South Dakota",2007,NA,NA,NA,"Methadone"
"South Dakota",2007,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2007,10,0,0,"All Opioids"
"South Dakota",2008,NA,NA,NA,"Heroin"
"South Dakota",2008,16,NA,0,"Other opioids"
"South Dakota",2008,NA,NA,NA,"Methadone"
"South Dakota",2008,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2008,16,0,0,"All Opioids"
"South Dakota",2009,NA,NA,NA,"Heroin"
"South Dakota",2009,19,NA,0,"Other opioids"
"South Dakota",2009,NA,NA,NA,"Methadone"
"South Dakota",2009,12,NA,0,"Other synthetic narcotics"
"South Dakota",2009,31,0,0,"All Opioids"
"South Dakota",2010,NA,NA,NA,"Heroin"
"South Dakota",2010,18,NA,0,"Other opioids"
"South Dakota",2010,NA,NA,NA,"Methadone"
"South Dakota",2010,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2010,18,0,0,"All Opioids"
"South Dakota",2011,NA,NA,NA,"Heroin"
"South Dakota",2011,22,3.5,0,"Other opioids"
"South Dakota",2011,NA,NA,NA,"Methadone"
"South Dakota",2011,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2011,22,3.5,0,"All Opioids"
"South Dakota",2012,NA,NA,NA,"Heroin"
"South Dakota",2012,18,NA,0,"Other opioids"
"South Dakota",2012,NA,NA,NA,"Methadone"
"South Dakota",2012,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2012,18,0,0,"All Opioids"
"South Dakota",2013,NA,NA,NA,"Heroin"
"South Dakota",2013,27,4.2,0,"Other opioids"
"South Dakota",2013,NA,NA,NA,"Methadone"
"South Dakota",2013,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2013,27,4.2,0,"All Opioids"
"South Dakota",2014,NA,NA,NA,"Heroin"
"South Dakota",2014,20,3.1,0,"Other opioids"
"South Dakota",2014,NA,NA,NA,"Methadone"
"South Dakota",2014,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2014,20,3.1,0,"All Opioids"
"South Dakota",2015,NA,NA,NA,"Heroin"
"South Dakota",2015,11,NA,0,"Other opioids"
"South Dakota",2015,NA,NA,NA,"Methadone"
"South Dakota",2015,NA,NA,NA,"Other synthetic narcotics"
"South Dakota",2015,11,0,0,"All Opioids"
"South Carolina",2000,11,NA,0,"Heroin"
"South Carolina",2000,40,1.3,0,"Other opioids"
"South Carolina",2000,13,NA,0,"Methadone"
"South Carolina",2000,20,0.7,0,"Other synthetic narcotics"
"South Carolina",2000,84,2,0,"All Opioids"
"South Carolina",2001,NA,NA,NA,"Heroin"
"South Carolina",2001,59,1.9,0,"Other opioids"
"South Carolina",2001,15,NA,0,"Methadone"
"South Carolina",2001,NA,NA,NA,"Other synthetic narcotics"
"South Carolina",2001,74,1.9,0,"All Opioids"
"South Carolina",2002,NA,NA,NA,"Heroin"
"South Carolina",2002,37,1.2,0,"Other opioids"
"South Carolina",2002,14,NA,0,"Methadone"
"South Carolina",2002,22,0.7,0,"Other synthetic narcotics"
"South Carolina",2002,73,1.9,0,"All Opioids"
"South Carolina",2003,NA,NA,NA,"Heroin"
"South Carolina",2003,53,1.7,0,"Other opioids"
"South Carolina",2003,20,0.6,0,"Methadone"
"South Carolina",2003,20,0.6,0,"Other synthetic narcotics"
"South Carolina",2003,93,2.9,0,"All Opioids"
"South Carolina",2004,NA,NA,NA,"Heroin"
"South Carolina",2004,60,1.9,0,"Other opioids"
"South Carolina",2004,40,1.3,0,"Methadone"
"South Carolina",2004,34,1.1,0,"Other synthetic narcotics"
"South Carolina",2004,134,4.3,0,"All Opioids"
"South Carolina",2005,NA,NA,NA,"Heroin"
"South Carolina",2005,61,1.9,0,"Other opioids"
"South Carolina",2005,61,1.9,0,"Methadone"
"South Carolina",2005,30,0.9,0,"Other synthetic narcotics"
"South Carolina",2005,152,4.7,0,"All Opioids"
"South Carolina",2006,NA,NA,NA,"Heroin"
"South Carolina",2006,123,3.7,0,"Other opioids"
"South Carolina",2006,75,2.3,0,"Methadone"
"South Carolina",2006,45,1.4,0,"Other synthetic narcotics"
"South Carolina",2006,243,7.4,0,"All Opioids"
"South Carolina",2007,NA,NA,NA,"Heroin"
"South Carolina",2007,113,3.3,0,"Other opioids"
"South Carolina",2007,61,1.8,0,"Methadone"
"South Carolina",2007,37,1.1,0,"Other synthetic narcotics"
"South Carolina",2007,211,6.2,0,"All Opioids"
"South Carolina",2008,11,NA,0,"Heroin"
"South Carolina",2008,124,3.6,0,"Other opioids"
"South Carolina",2008,60,1.7,0,"Methadone"
"South Carolina",2008,43,1.2,0,"Other synthetic narcotics"
"South Carolina",2008,238,6.5,0,"All Opioids"
"South Carolina",2009,19,NA,0,"Heroin"
"South Carolina",2009,133,3.8,0,"Other opioids"
"South Carolina",2009,58,1.7,0,"Methadone"
"South Carolina",2009,57,1.6,0,"Other synthetic narcotics"
"South Carolina",2009,267,7.1,0,"All Opioids"
"South Carolina",2010,15,NA,0,"Heroin"
"South Carolina",2010,150,4.2,0,"Other opioids"
"South Carolina",2010,74,2.1,0,"Methadone"
"South Carolina",2010,59,1.7,0,"Other synthetic narcotics"
"South Carolina",2010,298,8,0,"All Opioids"
"South Carolina",2011,13,NA,0,"Heroin"
"South Carolina",2011,144,4,0,"Other opioids"
"South Carolina",2011,65,1.8,0,"Methadone"
"South Carolina",2011,46,1.3,0,"Other synthetic narcotics"
"South Carolina",2011,268,7.1,0,"All Opioids"
"South Carolina",2012,19,NA,0,"Heroin"
"South Carolina",2012,154,4.2,0,"Other opioids"
"South Carolina",2012,38,1,0,"Methadone"
"South Carolina",2012,46,1.3,0,"Other synthetic narcotics"
"South Carolina",2012,257,6.5,0,"All Opioids"
"South Carolina",2013,32,0.9,0,"Heroin"
"South Carolina",2013,146,4,0,"Other opioids"
"South Carolina",2013,51,1.4,0,"Methadone"
"South Carolina",2013,50,1.4,0,"Other synthetic narcotics"
"South Carolina",2013,279,7.7,0,"All Opioids"
"South Carolina",2014,66,1.8,0,"Heroin"
"South Carolina",2014,322,8.6,0.1,"Other opioids"
"South Carolina",2014,79,2.1,0,"Methadone"
"South Carolina",2014,114,3,0,"Other synthetic narcotics"
"South Carolina",2014,581,15.5,0.1,"All Opioids"
"South Carolina",2015,102,2.7,0,"Heroin"
"South Carolina",2015,336,8.8,0.1,"Other opioids"
"South Carolina",2015,60,1.6,0,"Methadone"
"South Carolina",2015,173,4.5,0.1,"Other synthetic narcotics"
"South Carolina",2015,671,17.6,0.2,"All Opioids"
"Rhode Island",2000,NA,NA,NA,"Heroin"
"Rhode Island",2000,NA,NA,NA,"Other opioids"
"Rhode Island",2000,NA,NA,NA,"Methadone"
"Rhode Island",2000,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2000,0,0,0,"All Opioids"
"Rhode Island",2001,NA,NA,NA,"Heroin"
"Rhode Island",2001,19,NA,0,"Other opioids"
"Rhode Island",2001,10,NA,0,"Methadone"
"Rhode Island",2001,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2001,29,0,0,"All Opioids"
"Rhode Island",2002,NA,NA,NA,"Heroin"
"Rhode Island",2002,NA,NA,NA,"Other opioids"
"Rhode Island",2002,17,NA,0,"Methadone"
"Rhode Island",2002,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2002,17,0,0,"All Opioids"
"Rhode Island",2003,NA,NA,NA,"Heroin"
"Rhode Island",2003,17,NA,0,"Other opioids"
"Rhode Island",2003,21,2.6,0,"Methadone"
"Rhode Island",2003,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2003,38,2.6,0,"All Opioids"
"Rhode Island",2004,NA,NA,NA,"Heroin"
"Rhode Island",2004,22,2.7,0,"Other opioids"
"Rhode Island",2004,14,NA,0,"Methadone"
"Rhode Island",2004,10,NA,0,"Other synthetic narcotics"
"Rhode Island",2004,46,2.7,0,"All Opioids"
"Rhode Island",2005,NA,NA,NA,"Heroin"
"Rhode Island",2005,29,3.5,0,"Other opioids"
"Rhode Island",2005,28,3.4,0,"Methadone"
"Rhode Island",2005,10,NA,0,"Other synthetic narcotics"
"Rhode Island",2005,67,6.9,0,"All Opioids"
"Rhode Island",2006,10,NA,0,"Heroin"
"Rhode Island",2006,34,4.1,0,"Other opioids"
"Rhode Island",2006,44,5.3,0,"Methadone"
"Rhode Island",2006,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2006,88,9.4,0,"All Opioids"
"Rhode Island",2007,NA,NA,NA,"Heroin"
"Rhode Island",2007,18,NA,0,"Other opioids"
"Rhode Island",2007,29,3.5,0,"Methadone"
"Rhode Island",2007,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2007,47,3.5,0,"All Opioids"
"Rhode Island",2008,NA,NA,NA,"Heroin"
"Rhode Island",2008,28,3.4,0,"Other opioids"
"Rhode Island",2008,28,3.4,0,"Methadone"
"Rhode Island",2008,12,NA,0,"Other synthetic narcotics"
"Rhode Island",2008,68,6.8,0,"All Opioids"
"Rhode Island",2009,NA,NA,NA,"Heroin"
"Rhode Island",2009,28,3.4,0,"Other opioids"
"Rhode Island",2009,40,4.8,0,"Methadone"
"Rhode Island",2009,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2009,68,8.2,0,"All Opioids"
"Rhode Island",2010,NA,NA,NA,"Heroin"
"Rhode Island",2010,46,5.6,0,"Other opioids"
"Rhode Island",2010,25,3,0,"Methadone"
"Rhode Island",2010,12,NA,0,"Other synthetic narcotics"
"Rhode Island",2010,83,8.6,0,"All Opioids"
"Rhode Island",2011,13,NA,0,"Heroin"
"Rhode Island",2011,63,7.6,0,"Other opioids"
"Rhode Island",2011,29,3.5,0,"Methadone"
"Rhode Island",2011,NA,NA,NA,"Other synthetic narcotics"
"Rhode Island",2011,105,11.1,0,"All Opioids"
"Rhode Island",2012,30,3.6,0,"Heroin"
"Rhode Island",2012,74,8.9,0,"Other opioids"
"Rhode Island",2012,28,3.4,0,"Methadone"
"Rhode Island",2012,12,NA,0,"Other synthetic narcotics"
"Rhode Island",2012,144,15.9,0,"All Opioids"
"Rhode Island",2013,67,8,0,"Heroin"
"Rhode Island",2013,82,9.8,0,"Other opioids"
"Rhode Island",2013,28,3.3,0,"Methadone"
"Rhode Island",2013,33,3.9,0,"Other synthetic narcotics"
"Rhode Island",2013,210,25,0,"All Opioids"
"Rhode Island",2014,68,8.1,0,"Heroin"
"Rhode Island",2014,74,8.8,0,"Other opioids"
"Rhode Island",2014,24,2.8,0,"Methadone"
"Rhode Island",2014,84,10,0,"Other synthetic narcotics"
"Rhode Island",2014,250,29.7,0,"All Opioids"
"Rhode Island",2015,46,5.4,0,"Heroin"
"Rhode Island",2015,97,11.5,0,"Other opioids"
"Rhode Island",2015,30,3.5,0,"Methadone"
"Rhode Island",2015,138,16.3,0,"Other synthetic narcotics"
"Rhode Island",2015,311,36.7,0,"All Opioids"
"Pennsylvania",2000,146,1.6,0,"Heroin"
"Pennsylvania",2000,101,1.1,0,"Other opioids"
"Pennsylvania",2000,20,0.2,0,"Methadone"
"Pennsylvania",2000,31,0.3,0,"Other synthetic narcotics"
"Pennsylvania",2000,298,3.2,0,"All Opioids"
"Pennsylvania",2001,122,1.3,0,"Heroin"
"Pennsylvania",2001,74,0.8,0,"Other opioids"
"Pennsylvania",2001,16,NA,0,"Methadone"
"Pennsylvania",2001,28,0.3,0,"Other synthetic narcotics"
"Pennsylvania",2001,240,2.4,0,"All Opioids"
"Pennsylvania",2002,141,1.5,0,"Heroin"
"Pennsylvania",2002,101,1.1,0,"Other opioids"
"Pennsylvania",2002,39,0.4,0,"Methadone"
"Pennsylvania",2002,43,0.5,0,"Other synthetic narcotics"
"Pennsylvania",2002,324,3.5,0,"All Opioids"
"Pennsylvania",2003,166,1.7,0.1,"Heroin"
"Pennsylvania",2003,131,1.4,0,"Other opioids"
"Pennsylvania",2003,75,0.8,0,"Methadone"
"Pennsylvania",2003,70,0.7,0,"Other synthetic narcotics"
"Pennsylvania",2003,442,4.6,0.1,"All Opioids"
"Pennsylvania",2004,131,1.4,0,"Heroin"
"Pennsylvania",2004,154,1.6,0,"Other opioids"
"Pennsylvania",2004,96,1,0,"Methadone"
"Pennsylvania",2004,86,0.9,0,"Other synthetic narcotics"
"Pennsylvania",2004,467,4.9,0,"All Opioids"
"Pennsylvania",2005,142,1.5,0,"Heroin"
"Pennsylvania",2005,162,1.7,0.1,"Other opioids"
"Pennsylvania",2005,115,1.2,0,"Methadone"
"Pennsylvania",2005,73,0.8,0,"Other synthetic narcotics"
"Pennsylvania",2005,492,5.2,0.1,"All Opioids"
"Pennsylvania",2006,94,1,0,"Heroin"
"Pennsylvania",2006,140,1.4,0,"Other opioids"
"Pennsylvania",2006,97,1,0,"Methadone"
"Pennsylvania",2006,97,1,0,"Other synthetic narcotics"
"Pennsylvania",2006,428,4.4,0,"All Opioids"
"Pennsylvania",2007,85,0.9,0,"Heroin"
"Pennsylvania",2007,216,2.2,0.1,"Other opioids"
"Pennsylvania",2007,123,1.3,0,"Methadone"
"Pennsylvania",2007,85,0.9,0,"Other synthetic narcotics"
"Pennsylvania",2007,509,5.3,0.1,"All Opioids"
"Pennsylvania",2008,156,1.6,0.1,"Heroin"
"Pennsylvania",2008,259,2.6,0.1,"Other opioids"
"Pennsylvania",2008,107,1.1,0,"Methadone"
"Pennsylvania",2008,99,1,0,"Other synthetic narcotics"
"Pennsylvania",2008,621,6.3,0.2,"All Opioids"
"Pennsylvania",2009,177,1.8,0.1,"Heroin"
"Pennsylvania",2009,299,3,0.1,"Other opioids"
"Pennsylvania",2009,103,1,0,"Methadone"
"Pennsylvania",2009,105,1.1,0,"Other synthetic narcotics"
"Pennsylvania",2009,684,6.9,0.2,"All Opioids"
"Pennsylvania",2010,131,1.3,0,"Heroin"
"Pennsylvania",2010,330,3.3,0.1,"Other opioids"
"Pennsylvania",2010,111,1.1,0,"Methadone"
"Pennsylvania",2010,98,1,0,"Other synthetic narcotics"
"Pennsylvania",2010,670,6.7,0.1,"All Opioids"
"Pennsylvania",2011,239,2.4,0.1,"Heroin"
"Pennsylvania",2011,332,3.3,0.1,"Other opioids"
"Pennsylvania",2011,88,0.9,0,"Methadone"
"Pennsylvania",2011,110,1.1,0,"Other synthetic narcotics"
"Pennsylvania",2011,769,7.7,0.2,"All Opioids"
"Pennsylvania",2012,323,3.2,0.1,"Heroin"
"Pennsylvania",2012,362,3.6,0.1,"Other opioids"
"Pennsylvania",2012,89,0.9,0,"Methadone"
"Pennsylvania",2012,100,1,0,"Other synthetic narcotics"
"Pennsylvania",2012,874,8.7,0.2,"All Opioids"
"Pennsylvania",2013,410,4.1,0.1,"Heroin"
"Pennsylvania",2013,412,4.1,0.1,"Other opioids"
"Pennsylvania",2013,82,0.8,0,"Methadone"
"Pennsylvania",2013,107,1.1,0,"Other synthetic narcotics"
"Pennsylvania",2013,1011,10.1,0.2,"All Opioids"
"Pennsylvania",2014,503,5,0.2,"Heroin"
"Pennsylvania",2014,419,4.2,0.1,"Other opioids"
"Pennsylvania",2014,84,0.8,0,"Methadone"
"Pennsylvania",2014,216,2.1,0.1,"Other synthetic narcotics"
"Pennsylvania",2014,1222,12.1,0.4,"All Opioids"
"Pennsylvania",2015,664,6.6,0.2,"Heroin"
"Pennsylvania",2015,473,4.7,0.2,"Other opioids"
"Pennsylvania",2015,90,0.9,0,"Methadone"
"Pennsylvania",2015,431,4.3,0.1,"Other synthetic narcotics"
"Pennsylvania",2015,1658,16.5,0.5,"All Opioids"
"Oregon",2000,93,3.6,0,"Heroin"
"Oregon",2000,28,1.1,0,"Other opioids"
